mhz,zreal,zimag,zmag,zphase,vswr,s11,s11_real,s11_imag,s11_ang,gain_max,gain_net,gain_max_theta,gain_max_phi,gain_viewer,gain_viewer_net,fb_ratio
143,6.1996645926405778,33.49929591412026,34.068147407850574,79.514986774307715,11.723854502937256,-1.4853556260085448,-1.4853556260085441,16.947435238129792,111.79240735554676,0.22984567985004306,-5.1512240925814927,55,0,-5.6944890716253385,-11.075558844056875,0.40127598869306086
143.102564,6.1060350199676536,33.614760618948338,34.164832725103039,79.704623865794019,11.928003708761418,-1.4598126858230711,-1.4598126858230722,16.922424594684962,111.62742663717127,0.24107861667491962,-5.2032731756509625,55,0,-5.7200696296982212,-11.164421422024104,0.40031095663775745
143.205128,6.0157390346033601,33.729450024801544,34.261712086643236,79.887472838008307,12.131748141122399,-1.4351834578959741,-1.4351834578959739,16.897525163153112,111.4631795193261,0.25906176950231358,-5.247555353491844,50,0,-5.7460723670248139,-11.252689490018971,0.41471303998699144
143.307692,5.9281814547015204,33.843373806480194,34.358656637956855,80.064570558076326,12.335955824013835,-1.411320067904086,-1.4113200679040852,16.872753505657222,111.29977525273704,0.27926200912115795,-5.2888929869400405,50,0,-5.7721732701068849,-11.340328266168083,0.41280464782052667
143.410256,5.8432650970633606,33.956524870031551,34.455613885746253,80.23612373559277,12.5405635693009,-1.3881944567740401,-1.3881944567740399,16.848116109678962,111.13725663156036,0.29921934708346509,-5.329745007937726,50,0,-5.7983717444898542,-11.427336099511045,0.41092861179745677
143.51282,5.7608956424608415,34.068896869857539,34.55253467594401,80.402333047201722,12.745511031454331,-1.365779472212636,-1.3657794722126371,16.823618943849073,110.97566302739367,0.31893486752974509,-5.3701105013414931,50,0,-5.824666500909875,-11.513711869781114,0.40908434416704931
143.61538400000001,5.6809817805857712,34.180485552241379,34.649374403852214,80.56339322801638,12.95074073683902,-1.344048860045558,-1.3440488600455593,16.799267157008703,110.81502840415762,0.33841016690002779,-5.4099891829744537,50,0,-5.8510556185944651,-11.599454968468947,0.40727131076752232
143.71794800000001,5.6034383547061317,34.291289142431488,34.746093772463567,80.719488001649154,13.156190808534237,-1.3229779890122297,-1.3229779890122282,16.77506493131358,110.65538034910956,0.35764533089826389,-5.4493812756218647,50,0,-5.8775386716715294,-11.684565278191659,0.40548898598340355
143.82051200000001,5.528180856005152,34.401306207499822,34.842655644466419,80.870798471587051,13.361806518805787,-1.3025425942373372,-1.3025425942373379,16.751016147823595,110.49674446335213,0.37664241386164665,-5.4882873177433318,50,0,-5.9041134072591772,-11.769043138864156,0.4037368336960015
143.92307600000001,5.4551302072775716,34.510536948907223,34.939026976723937,81.01749567512519,13.567529431796249,-1.2827198645291624,-1.2827198645291624,16.727123979313717,110.33914167584275,0.39540210537915621,-5.5267083417146283,50,0,-5.9307788649748643,-11.852889312068648,0.40201432745343796
144.02564000000001,5.3842110151966134,34.618983444144874,35.035178648925729,81.159743508462171,13.773300882512661,-1.2634880136422244,-1.2634880136422226,16.703390897677611,110.18258829223126,0.41392480102944473,-5.564645797403621,50,0,-5.9575342992782785,-11.936104897711344,0.40032097902116565
144.12820400000001,5.3153486685662257,34.726647773448512,35.131083061152346,81.297702953407466,13.97906860320019,-1.2448256368151258,-1.2448256368151267,16.679819198873872,110.02709945762572,0.43221262176465325,-5.6021012991854722,50,0,-5.9843774223995956,-12.018691343349721,0.39865627506534329
144.23076800000001,5.2484738047081274,34.833533964470014,35.226716647064819,81.431525371346055,14.184775718888869,-1.2267127027715794,-1.2267127027715812,16.656410454598365,109.87268553959277,0.45026602030452312,-5.6390769668903102,50,0,-6.0113074532653643,-12.100650440460198,0.39701974225281128
144.33333200000001,5.1835195001049623,34.939646282976426,35.322057652230242,81.561356657708941,14.390366918921574,-1.2091299260926345,-1.209129926092634,16.633165994442834,109.71935530867852,0.46808588707112325,-5.6755750022762248,50,0,-6.0383233157584817,-12.181984205105831,0.39541087727623581
144.43589600000001,5.1204262107337781,35.04499513342531,35.417092603450286,81.687330756828516,14.595775873039651,-1.1920597741297485,-1.1920597741297487,16.610085433661471,109.56710622693782,0.48566920419431531,-5.7115987298900839,50,0,-6.0654283773462883,-12.262696311430688,0.39382947673338797
144.53846000000001,5.0591267994734954,35.149580288855297,35.511797454590152,81.809589738677374,14.800962195146731,-1.1754833556330722,-1.1754833556330728,16.587170927433551,109.41595251083929,0.50302156919243535,-5.7471497040775432,50,0,-6.0926160929705979,-12.342787366240577,0.39227478860968473
144.64102400000002,4.999564960712962,35.253412569488106,35.606161652036164,81.92825942207223,15.005865810263103,-1.1593842094163291,-1.1593842094163282,16.564421716978945,109.26588915515013,0.52014118139906373,-5.7822317515603379,50,0,-6.1198885807767711,-12.422261513736172,0.39074657531636547
144.74358800000002,4.9416700867785446,35.356487444888984,35.700158370617267,82.04348345742207,15.210473142370104,-1.1437430567254037,-1.1437430567254045,16.541840820297971,109.1169360678692,0.53703964913051161,-5.8168470214148869,50,0,-6.1472325169985407,-12.501119187543939,0.38924380282628979
144.84615200000002,4.8853982264027929,35.458820962682019,35.793785772031399,82.155366260699637,15.414704693157576,-1.1285464873895439,-1.1285464873895446,16.519425819109721,108.96907729699902,0.55370980408619697,-5.8509996712970205,50,0,-6.1746557952877454,-12.579365270670962,0.38776643888687651
144.94871600000002,4.8306955350659484,35.560420831297883,35.887033160342334,82.264024753953294,15.618514880065341,-1.1137791229261567,-1.113779122926156,16.49717637483862,108.82231060915275,0.57015378465783129,-5.884693151021672,50,0,-6.2021561054669379,-12.657003041146442,0.3863140520812135
145.05128000000002,4.7775121137723602,35.661295161798854,35.97989153143989,82.369568357572618,15.821853204799964,-1.0994266218232458,-1.0994266218232469,16.475091902865262,108.67663214793504,0.58637216665317393,-5.9179311880317673,50,0,-6.2297326123115493,-12.73403596699649,0.38488621932495354
145.15384400000002,4.7257999142752274,35.761452753793407,36.072353511956521,82.472102432022979,16.024670395513571,-1.0854751825661539,-1.0854751825661539,16.453171559676402,108.53203634917789,0.60236568693363113,-5.9507175961026206,50,0,-6.2573843773198732,-12.810467660356124,0.38348251872423572
145.25640800000002,4.6755113793051608,35.860902558765012,36.164412603929449,82.571730345194126,16.226922716747779,-1.0719112377024091,-1.0719112377024114,16.431414400471414,108.3885169805792,0.61813629097777556,-5.9830562259040896,50,0,-6.2851092116608882,-12.886301728542755,0.38210255405316579
145.35897200000002,4.6266022791191119,35.95965367547057,36.256063508176588,82.668549051447044,16.428562216845403,-1.0587220988670745,-1.0587220988670747,16.409819326965124,108.24606679738827,0.63368466702683757,-6.014951073803692,50,0,-6.3129061883377258,-12.961541929168256,0.38074592339145696
145.46153600000002,4.579030136535609,36.05771547398394,36.347301993326575,82.762651656870332,16.629541586364869,-1.045895585916234,-1.0458955859162327,16.38838509749592,108.10467760908311,0.64901143205667378,-6.0464062727477552,50,0,-6.3407744930285688,-13.036192197832998,0.37941222404799196
145.56410000000002,4.5327524573471125,36.155097356457283,36.438124398691144,82.854130180500093,16.829820353488426,-1.0334196232135242,-1.0334196232135247,16.367110421460708,107.96434090230314,0.6641187041792227,-6.0774259286374308,50,0,-6.3687117842035548,-13.110256417020208,0.37810108149856403
145.66666400000003,4.4877278964631246,36.251808020327076,36.528527022251303,82.943073616151736,17.029360655896248,-1.0212825169841591,-1.0212825169841591,16.345994106446209,107.82504881138912,0.67900899964030637,-6.1080141815234086,50,0,-6.3967155998368881,-13.183738781000603,0.37681198542108263
145.76922800000003,4.4439212224657627,36.347858369033112,36.61850957981185,83.029560824941171,17.228108932860742,-1.009474020266576,-1.0094740202665751,16.325034304265504,107.68678914492318,0.69368082862201519,-6.138175472826001,50,0,-6.4247868981623117,-13.256643199610327,0.37554470457125372
145.87179200000003,4.401295673092827,36.44325877154472,36.708071503305057,83.113671964761423,17.426023080073808,-0.99798364200682887,-0.99798364200682954,16.304229290266228,107.54955052637327,0.70813530958927018,-6.1679141444046692,50,0,-6.4529241892163549,-13.328973643210293,0.3742989667966235
145.97435600000003,4.3598163946792479,36.538018515218532,36.797211796734899,83.195483071618682,17.623059380528677,-0.98680143557653777,-0.98680143557653699,16.283577521159206,107.41332277555522,0.72237306215682873,-6.1972345396078516,50,0,-6.4811267995561872,-13.400734401320868,0.37307429634023459
146.07692000000003,4.319446944628849,36.632147178205628,36.885929957006397,83.275071771174751,17.819186876212342,-0.97591717727958138,-0.9759171772795816,16.263077392081701,107.27809530611977,0.7363974011861153,-6.2261409581644696,50,0,-6.5093912607598883,-13.471929620110473,0.3718703522966646
146.17948400000003,4.279902852460185,36.725650815859616,36.974193652802583,83.352895899978719,18.015420847458525,-0.96526493036824701,-0.96526493036824745,16.242732651916235,107.14389284727199,0.75045685316936062,-6.2546179471971248,50,0,-6.537469869665526,-13.542544670032012,0.37068905882145931
146.28204800000003,4.2416578345605815,36.818547810108342,37.062071232335668,83.428246809174979,18.209627127975004,-0.95494948385635858,-0.95494948385635658,16.222530189977647,107.01062891542097,0.76405869843938501,-6.2827095581505539,50,0,-6.5658527686588242,-13.612621025248764,0.36952557646582035
146.38461200000003,4.2044286633331609,36.910843542020636,37.14953016349714,83.501579501660999,18.402806018749139,-0.94490524948372157,-0.94490524948372068,16.202473897390643,106.87832917806108,0.77744989431446054,-6.3104005453597818,50,0,-6.5942941702157594,-13.682144609890003,0.36838177554677198
146.48717600000003,4.1681866765447584,37.002548024700531,37.236572620084068,83.572956354688742,18.594918011389154,-0.93512406395350278,-0.93512406395350189,16.182561851558653,106.74698095293711,0.79063111921140472,-6.337695302461734,50,0,-6.6227930334782865,-13.751119455151425,0.36725735564220396
146.58974000000003,4.1329037817160961,37.093671193234549,37.323201045204065,83.642438113251174,18.785926512834646,-0.92559796285008378,-0.92559796285008367,16.162792124063085,106.61657151938928,0.80360335460839205,-6.3645983754048716,50,0,-6.6513481115130526,-13.819549841526317,0.36615200099754885
146.69230400000004,4.0985532545743837,37.18422286350534,37.409418182369741,83.710082694044402,18.975794151571826,-0.91631935716881197,-0.9163193571688113,16.143162777169092,106.487088095304,0.81636739816648185,-6.3911141636569262,50,0,-6.6799582503628754,-13.887439812186283,0.365065414787002
146.79486800000004,4.0651080878163137,37.274212390282827,37.495226537274625,83.775947676637699,19.164490068769052,-0.90728066721762801,-0.9072806672176279,16.123671970712017,106.35851854218159,0.82892519241636231,-6.4172470903740688,50,0,-6.7086215900598392,-13.954793872850271,0.36399723903440062
146.89743200000004,4.0325437234583124,37.363650031086529,37.580630017698155,83.840086400040406,19.351977686373768,-0.89847490604835112,-0.89847490604834934,16.104317611164056,106.23084905023254,0.84127731604031197,-6.4430015810155616,50,0,-6.7373371282297096,-14.021616025285583,0.36294719674340548
146.99999600000004,4.0008355631852908,37.452544891500565,37.665631603007974,83.90255144163352,19.538225252122402,-0.88989515648475415,-0.88989515648475459,16.085097855223111,106.10406746026132,0.85342512786348457,-6.4683820900743854,50,0,-6.7661032319656993,-14.087910449903569,0.36191500121932624
